File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF343RNG	bed narrowPeak	peaks and background as input for IDR	ENCSR970UZD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF170EHY, ENCFF519AHQ	6688566	ENCODE Processing Pipeline	a75f8d5dc261292b1ce154a40a8caa6a		https://www.encodeproject.org/files/ENCFF343RNG/@@download/ENCFF343RNG.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF254NYT	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR970UZD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF343RNG, ENCFF419RSJ	499702	ENCODE Processing Pipeline	873c61ac0676e9c0d350939f78364973		https://www.encodeproject.org/files/ENCFF254NYT/@@download/ENCFF254NYT.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF245IPV	bed narrowPeak	peaks and background as input for IDR	ENCSR661XNQ	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF460DKV, ENCFF565VSK	6203883	ENCODE Processing Pipeline	486085900f1e799fbf005557f81f9503		https://www.encodeproject.org/files/ENCFF245IPV/@@download/ENCFF245IPV.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF603KUP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR661XNQ	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF001TDO, ENCFF245IPV	584980	ENCODE Processing Pipeline	3f38d4766c990384b9a026f9a7e38585		https://www.encodeproject.org/files/ENCFF603KUP/@@download/ENCFF603KUP.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF490PIH	bed narrowPeak	peaks and background as input for IDR	ENCSR661XNQ	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF551QCP, ENCFF983YSS	6207428	ENCODE Processing Pipeline	5173365e3a51bbed46694aa5f02833d1		https://www.encodeproject.org/files/ENCFF490PIH/@@download/ENCFF490PIH.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF951SRP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR661XNQ	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF419RSJ, ENCFF490PIH	581481	ENCODE Processing Pipeline	529d042fdf32c85419a95d5c3e9e0954		https://www.encodeproject.org/files/ENCFF951SRP/@@download/ENCFF951SRP.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF841AAT	bed narrowPeak	peaks and background as input for IDR	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF124ZGE, ENCFF607WQU	6015202	ENCODE Processing Pipeline	9ddcc6027bf7eaea56c318593127e9ba		https://www.encodeproject.org/files/ENCFF841AAT/@@download/ENCFF841AAT.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF610UCL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF841AAT	564432	ENCODE Processing Pipeline	f71a8d88f791f9fbdafa4bdea5e50f1a		https://www.encodeproject.org/files/ENCFF610UCL/@@download/ENCFF610UCL.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF622QGA	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF263MVV	842438	ENCODE Processing Pipeline	0ccf339db1698f8f69bbfebac6687253		https://www.encodeproject.org/files/ENCFF622QGA/@@download/ENCFF622QGA.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF263MVV	bed narrowPeak	peaks and background as input for IDR	ENCSR408XTO	ChIP-seq	UBERON:0001150	body of pancreas	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF244RSE, ENCFF639BGL	5954022	ENCODE Processing Pipeline	c1d52c20c5dfa9e2c17b268a4a309f4a		https://www.encodeproject.org/files/ENCFF263MVV/@@download/ENCFF263MVV.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF856ZCX	bed narrowPeak	peaks and background as input for IDR	ENCSR186NVR	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF492MLX, ENCFF653KEU	6434619	ENCODE Processing Pipeline	2991024c9bb5f14ee8b65fdc0d7278af		https://www.encodeproject.org/files/ENCFF856ZCX/@@download/ENCFF856ZCX.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF045AYR	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR186NVR	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF001TDO, ENCFF856ZCX	623703	ENCODE Processing Pipeline	e362a3c04e816689618621968673bdf7		https://www.encodeproject.org/files/ENCFF045AYR/@@download/ENCFF045AYR.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF943XYS	bed narrowPeak	peaks and background as input for IDR	ENCSR186NVR	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF206AIY, ENCFF444NCW	6451777	ENCODE Processing Pipeline	44442046d3bf0d58d97b65bf63b10884		https://www.encodeproject.org/files/ENCFF943XYS/@@download/ENCFF943XYS.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF973KKY	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR186NVR	ChIP-seq	UBERON:0004550	gastroesophageal sphincter	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF419RSJ, ENCFF943XYS	634343	ENCODE Processing Pipeline	ae1739828113549c6dc36dc3cc8fda42		https://www.encodeproject.org/files/ENCFF973KKY/@@download/ENCFF973KKY.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF249NQH	bed narrowPeak	peaks and background as input for IDR	ENCSR721AHD	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF376VVJ, ENCFF460MTF	6701374	ENCODE Processing Pipeline	8df7318798834bbce0ce98192ccbd380		https://www.encodeproject.org/files/ENCFF249NQH/@@download/ENCFF249NQH.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF637HAC	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR721AHD	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF001TDO, ENCFF249NQH	472059	ENCODE Processing Pipeline	7fb333c78f555b43e1243b1d146b7dbe		https://www.encodeproject.org/files/ENCFF637HAC/@@download/ENCFF637HAC.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF173WQR	bed narrowPeak	peaks and background as input for IDR	ENCSR721AHD	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF414EUV, ENCFF978YES	6738191	ENCODE Processing Pipeline	6d126050fbac5f3b8ce18211480d4ab2		https://www.encodeproject.org/files/ENCFF173WQR/@@download/ENCFF173WQR.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF668SIT	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR721AHD	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF173WQR, ENCFF419RSJ	486179	ENCODE Processing Pipeline	e13e028083fd5b852426a547d77911d4		https://www.encodeproject.org/files/ENCFF668SIT/@@download/ENCFF668SIT.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF230HWI	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR925GDS	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF001TDO, ENCFF246HSO	285101	ENCODE Processing Pipeline	d81233d03fbdee0425933ede6e8ca42b		https://www.encodeproject.org/files/ENCFF230HWI/@@download/ENCFF230HWI.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF246HSO	bed narrowPeak	peaks and background as input for IDR	ENCSR925GDS	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF034SMD, ENCFF106RXX	6662756	ENCODE Processing Pipeline	75914ddd368c4257b7d42101e337ff94		https://www.encodeproject.org/files/ENCFF246HSO/@@download/ENCFF246HSO.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF637OOY	bed narrowPeak	peaks and background as input for IDR	ENCSR925GDS	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF278DTC, ENCFF467EPK	6665880	ENCODE Processing Pipeline	14e0d31426bf6097a380272c8d330cc2		https://www.encodeproject.org/files/ENCFF637OOY/@@download/ENCFF637OOY.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF615AFS	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR925GDS	ChIP-seq	UBERON:0001159	sigmoid colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF419RSJ, ENCFF637OOY	285010	ENCODE Processing Pipeline	b67aa9433ef56b2dd8c8a4ad359b1b35		https://www.encodeproject.org/files/ENCFF615AFS/@@download/ENCFF615AFS.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF039PUW	bed narrowPeak	peaks and background as input for IDR	ENCSR027FSZ	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF080TZU, ENCFF622IZB	6776523	ENCODE Processing Pipeline	7f3d79db32c87814cfd1f8f89aece011		https://www.encodeproject.org/files/ENCFF039PUW/@@download/ENCFF039PUW.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF984EZB	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR027FSZ	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF001TDO, ENCFF039PUW	774948	ENCODE Processing Pipeline	cba2a3cc5d76cd33e4db70500d735e67		https://www.encodeproject.org/files/ENCFF984EZB/@@download/ENCFF984EZB.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF932CWN	bed narrowPeak	peaks and background as input for IDR	ENCSR027FSZ	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF562CIX, ENCFF894PHG	6710573	ENCODE Processing Pipeline	539ae5cd376ca4837dc1e7a9f8e34558		https://www.encodeproject.org/files/ENCFF932CWN/@@download/ENCFF932CWN.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF716XFO	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR027FSZ	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF419RSJ, ENCFF932CWN	755270	ENCODE Processing Pipeline	37396eef07b3a75d56368746b1e59ade		https://www.encodeproject.org/files/ENCFF716XFO/@@download/ENCFF716XFO.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF484KKN	bed narrowPeak	peaks and background as input for IDR	ENCSR336PTS	ChIP-seq	NTR:0001226	Parathyroid adenoma	tissue	Homo sapiens				CTCF-human	DNA					False	2017-12-08	ENCODE				1							ENCFF273CUH, ENCFF638AQQ	5835324	ENCODE Processing Pipeline	ad4498a66795a909cdf6783ec83e7f56		https://www.encodeproject.org/files/ENCFF484KKN/@@download/ENCFF484KKN.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO, NTR biosample	unreplicated experiment	
ENCFF509NRY	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR336PTS	ChIP-seq	NTR:0001226	Parathyroid adenoma	tissue	Homo sapiens				CTCF-human	DNA					False	2017-12-08	ENCODE				1							ENCFF289MOQ, ENCFF419RSJ	561349	ENCODE Processing Pipeline	092b5b72e7c1f4b4c3877021963ce10c		https://www.encodeproject.org/files/ENCFF509NRY/@@download/ENCFF509NRY.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO, NTR biosample	unreplicated experiment	
ENCFF223CEU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR336PTS	ChIP-seq	NTR:0001226	Parathyroid adenoma	tissue	Homo sapiens				CTCF-human	DNA					False	2017-12-08	ENCODE				1							ENCFF001TDO, ENCFF484KKN	548576	ENCODE Processing Pipeline	462c01acda82810716515e3fe157b75c		https://www.encodeproject.org/files/ENCFF223CEU/@@download/ENCFF223CEU.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO, NTR biosample	unreplicated experiment	
ENCFF289MOQ	bed narrowPeak	peaks and background as input for IDR	ENCSR336PTS	ChIP-seq	NTR:0001226	Parathyroid adenoma	tissue	Homo sapiens				CTCF-human	DNA					False	2017-12-08	ENCODE				1							ENCFF408ECK, ENCFF949KAW	5874400	ENCODE Processing Pipeline	c7e45f45c2a30fc9d1a8e8376c8aa08c		https://www.encodeproject.org/files/ENCFF289MOQ/@@download/ENCFF289MOQ.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO, NTR biosample	unreplicated experiment	
ENCFF658WYM	bed narrowPeak	peaks and background as input for IDR	ENCSR780OZE	ChIP-seq	NTR:0001226	Parathyroid adenoma	tissue	Homo sapiens				CTCF-human	DNA		see document	see document		False	2017-12-08	ENCODE				1							ENCFF147OUB, ENCFF242IEI	5066066	ENCODE Processing Pipeline	ef3a77d622b10a39bd2ea5856d59f765		https://www.encodeproject.org/files/ENCFF658WYM/@@download/ENCFF658WYM.bed.gz	GRCh38			released	low read length, antibody characterized with exemption	experiment not submitted to GEO, NTR biosample	unreplicated experiment	
ENCFF355LBT	bed narrowPeak	peaks and background as input for IDR	ENCSR780OZE	ChIP-seq	NTR:0001226	Parathyroid adenoma	tissue	Homo sapiens				CTCF-human	DNA		see document	see document		False	2017-12-08	ENCODE				1							ENCFF349CTQ, ENCFF453BFT	5107706	ENCODE Processing Pipeline	5965f62be4f7afc2c177bccaa6812360		https://www.encodeproject.org/files/ENCFF355LBT/@@download/ENCFF355LBT.bed.gz	hg19			released	low read length, antibody characterized with exemption	experiment not submitted to GEO, NTR biosample	unreplicated experiment	
ENCFF177UJN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR780OZE	ChIP-seq	NTR:0001226	Parathyroid adenoma	tissue	Homo sapiens				CTCF-human	DNA		see document	see document		False	2017-12-08	ENCODE				1							ENCFF419RSJ, ENCFF658WYM	329865	ENCODE Processing Pipeline	566dbab6c4b5a15e4861aa255432e482		https://www.encodeproject.org/files/ENCFF177UJN/@@download/ENCFF177UJN.bed.gz	GRCh38			released	low read length, antibody characterized with exemption	experiment not submitted to GEO, NTR biosample	unreplicated experiment	
ENCFF980GQH	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR780OZE	ChIP-seq	NTR:0001226	Parathyroid adenoma	tissue	Homo sapiens				CTCF-human	DNA		see document	see document		False	2017-12-08	ENCODE				1							ENCFF001TDO, ENCFF355LBT	342766	ENCODE Processing Pipeline	ab32992c1ecadf0c50bb442c84413be4		https://www.encodeproject.org/files/ENCFF980GQH/@@download/ENCFF980GQH.bed.gz	hg19			released	low read length, antibody characterized with exemption	experiment not submitted to GEO, NTR biosample	unreplicated experiment	
ENCFF300UJN	bed narrowPeak	peaks and background as input for IDR	ENCSR799WDT	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF112QNF, ENCFF714MWU	6414247	ENCODE Processing Pipeline	16579d4b9d4924e23c1e50d246a8f24f		https://www.encodeproject.org/files/ENCFF300UJN/@@download/ENCFF300UJN.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF112ACP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR799WDT	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF300UJN	809701	ENCODE Processing Pipeline	93ed056a9f4c1a0553ad3e379b0785ab		https://www.encodeproject.org/files/ENCFF112ACP/@@download/ENCFF112ACP.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF975SBX	bed narrowPeak	peaks and background as input for IDR	ENCSR799WDT	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF231PHQ, ENCFF894ZWD	6421941	ENCODE Processing Pipeline	49915e4602a4af5a660c2345e7467bf8		https://www.encodeproject.org/files/ENCFF975SBX/@@download/ENCFF975SBX.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF486UBE	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR799WDT	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF975SBX	814985	ENCODE Processing Pipeline	c8844ea7cf8355c685674fe4c19ea862		https://www.encodeproject.org/files/ENCFF486UBE/@@download/ENCFF486UBE.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF560VSK	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR549WAU	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF001TDO, ENCFF108QPP	402112	ENCODE Processing Pipeline	7bd9d87f2254c348fb113f4f8fdba4c4		https://www.encodeproject.org/files/ENCFF560VSK/@@download/ENCFF560VSK.bed.gz	hg19			released	antibody characterized with exemption, control low read depth			
ENCFF108QPP	bed narrowPeak	peaks and background as input for IDR	ENCSR549WAU	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF209DDU, ENCFF753TRQ	5531553	ENCODE Processing Pipeline	fef8b2498bbc711a8215c421eb56bea4		https://www.encodeproject.org/files/ENCFF108QPP/@@download/ENCFF108QPP.bed.gz	hg19			released	antibody characterized with exemption, control low read depth			
ENCFF220VAH	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR549WAU	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF419RSJ, ENCFF828ASK	407068	ENCODE Processing Pipeline	cee8675be16e200f520046bd27e12d98		https://www.encodeproject.org/files/ENCFF220VAH/@@download/ENCFF220VAH.bed.gz	GRCh38			released	antibody characterized with exemption, control low read depth			
ENCFF828ASK	bed narrowPeak	peaks and background as input for IDR	ENCSR549WAU	ChIP-seq	UBERON:0000945	stomach	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF374OTR, ENCFF987UNO	5557994	ENCODE Processing Pipeline	7e162cfad5ea93c3d749d325d0f49a67		https://www.encodeproject.org/files/ENCFF828ASK/@@download/ENCFF828ASK.bed.gz	GRCh38			released	antibody characterized with exemption, control low read depth			
ENCFF088TUO	bed narrowPeak	peaks and background as input for IDR	ENCSR558HTE	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF263IJB, ENCFF570YAA	4655953	ENCODE Processing Pipeline	e5c8b9aff0b2a9efeacc424525f999b2		https://www.encodeproject.org/files/ENCFF088TUO/@@download/ENCFF088TUO.bed.gz	hg19			released	low read depth, antibody characterized with exemption, control low read depth			
ENCFF369UWV	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR558HTE	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF001TDO, ENCFF088TUO	168397	ENCODE Processing Pipeline	f2e6dccbbba9d2961a62abe146f5b625		https://www.encodeproject.org/files/ENCFF369UWV/@@download/ENCFF369UWV.bed.gz	hg19			released	low read depth, antibody characterized with exemption, control low read depth			
ENCFF538QPY	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR558HTE	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF419RSJ, ENCFF919KHH	166110	ENCODE Processing Pipeline	d8f078ab224f66432b3d7b003f8c3f16		https://www.encodeproject.org/files/ENCFF538QPY/@@download/ENCFF538QPY.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption, control low read depth			
ENCFF919KHH	bed narrowPeak	peaks and background as input for IDR	ENCSR558HTE	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF604JZN, ENCFF752HGK	4593931	ENCODE Processing Pipeline	f6474fb9f18d9a34ff8da4de1984df6a		https://www.encodeproject.org/files/ENCFF919KHH/@@download/ENCFF919KHH.bed.gz	GRCh38			released	low read depth, antibody characterized with exemption, control low read depth			
ENCFF698DYH	bed narrowPeak	peaks and background as input for IDR	ENCSR014GSQ	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF027GOA, ENCFF312ULR	6053666	ENCODE Processing Pipeline	b4dae9b1fe658119f852ada3a60b4b10		https://www.encodeproject.org/files/ENCFF698DYH/@@download/ENCFF698DYH.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF985ZJL	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR014GSQ	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF698DYH	553977	ENCODE Processing Pipeline	e3878fa26d134e14be951c1c19dc0f31		https://www.encodeproject.org/files/ENCFF985ZJL/@@download/ENCFF985ZJL.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF965ZSY	bed narrowPeak	peaks and background as input for IDR	ENCSR014GSQ	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF403PJI, ENCFF418QRN	6056875	ENCODE Processing Pipeline	f050b2ba4e5dd938874ef6b8ca1e252b		https://www.encodeproject.org/files/ENCFF965ZSY/@@download/ENCFF965ZSY.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF174CEI	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR014GSQ	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF419RSJ, ENCFF965ZSY	559262	ENCODE Processing Pipeline	8489c840d566ed663aad7e5a242ef5c9		https://www.encodeproject.org/files/ENCFF174CEI/@@download/ENCFF174CEI.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF696JKX	bed narrowPeak	peaks and background as input for IDR	ENCSR375VXU	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF055UXI, ENCFF555CXI	6384873	ENCODE Processing Pipeline	8604eaccdc097ac0640b35650ba24f0e		https://www.encodeproject.org/files/ENCFF696JKX/@@download/ENCFF696JKX.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF979TJN	bed narrowPeak	peaks and background as input for IDR	ENCSR375VXU	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF084AUO, ENCFF319SAQ	6378450	ENCODE Processing Pipeline	22ed4818551fb574108893f6b84bad27		https://www.encodeproject.org/files/ENCFF979TJN/@@download/ENCFF979TJN.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF414ZTT	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR375VXU	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF696JKX	835585	ENCODE Processing Pipeline	984d87cb893651ae91fbcb4117a4179f		https://www.encodeproject.org/files/ENCFF414ZTT/@@download/ENCFF414ZTT.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF579XTC	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR375VXU	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF979TJN	830643	ENCODE Processing Pipeline	f2aa142ab3dee5b3aef1d71938a7d590		https://www.encodeproject.org/files/ENCFF579XTC/@@download/ENCFF579XTC.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF627DHJ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR770IWO	ChIP-seq	UBERON:0002369	adrenal gland	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF872LIM	727137	ENCODE Processing Pipeline	e6357aa39a54b4f2d04f11d8a4f3cb5c		https://www.encodeproject.org/files/ENCFF627DHJ/@@download/ENCFF627DHJ.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
